date,total,drawdown,rebalance,trade_cost,应急现金/灵活资金,固收/债券,黄金
2023-03-07,101573.00730912779,-0.0007129043971771942,False,0.0,14191.1517329979,70840.78835671082,16541.06721941907
2023-03-08,101437.99537578486,-0.00204116754814776,False,0.0,14191.996444410577,70879.43266642897,16366.566264945319
2023-03-09,101449.48132421197,-0.0019281674475497557,False,0.0,14192.841206103696,70890.07385316296,16366.566264945319
2023-03-10,101591.39772520756,-0.0005319773383243298,False,0.0,14193.686018080249,70917.51691368746,16480.194793439856
2023-03-13,101703.07080366666,0.0,False,0.0,14194.530880343229,70914.71660138904,16593.823321934397
2023-03-14,101943.08097377869,0.0,False,0.0,14195.37579289563,70938.79928715543,16808.905893727628
2023-03-15,101914.38951517746,-0.00028144586495881807,False,0.0,14196.220755740444,70921.43735090524,16796.731408531785
2023-03-16,102090.31387405717,0.0,False,0.0,14197.065768880666,70954.48103602655,16938.767069149955
2023-03-17,102227.75919124039,0.0,False,0.0,14197.910832319289,70993.68540820439,17036.1629507167
2023-03-20,102799.71247747474,0.0,False,0.0,14198.755946059307,71041.29071727747,17559.665814137963
2023-03-21,102599.44913800892,-0.0019480924084267492,False,0.0,14199.601110103715,71006.5668447771,17393.281183128103
2023-03-22,102341.2697884899,-0.0044595717043984795,False,0.0,14200.446324455506,71003.206470019,17137.616994015396
2023-03-23,102449.29828115873,-0.003408707941598421,False,0.0,14201.291589117676,70988.64484606723,17259.361845973828
2023-03-24,102509.17978141422,-0.0028262014460807006,False,0.0,14202.136904093219,70958.40147324432,17348.64140407668
2023-03-27,102397.93908107647,-0.003908312452588825,False,0.0,14202.98226938513,70964.00209784115,17230.954713850195
2023-03-28,102327.00459934924,-0.004598338523846279,False,0.0,14203.827684996402,70977.44359687355,17145.733317479288
2023-03-29,102404.40424013323,-0.0038454216243856143,False,0.0,14204.673150930033,70993.12534574469,17206.605743458505
2023-03-30,102457.31723633672,-0.00333070232285948,False,0.0,14205.518667189017,71012.72753183362,17239.07103731409
2023-03-31,102597.68276467515,-0.0019652750764633797,False,0.0,14206.364233776349,71018.32815643043,17372.990374468365
2023-04-03,102349.43805308013,-0.0043801136554080244,False,0.0,14207.209850695026,71012.7275318336,17129.5006705515
2023-04-04,102569.7182316927,-0.002237304368262971,False,0.0,14208.055517948043,71037.37028005967,17324.29243368499
2023-04-06,102840.51431331922,0.0,False,0.0,14208.901235538397,71059.772778447,17571.840299333806
2023-04-07,102851.72581895554,0.0,False,0.0,14209.747003469083,71078.25483961655,17563.72397586991
2023-04-10,102747.79387678488,-0.001010502656548562,False,0.0,14210.5928217431,71139.86171018172,17397.33934486005
2023-04-11,102871.23843765772,0.0,False,0.0,14211.43869036344,71165.06452086748,17494.735226426797
2023-04-12,103012.31126975536,0.0,False,0.0,14212.284609333105,71183.54658203703,17616.48007838523
2023-04-13,103017.20623640627,0.0,False,0.0,14213.130578655087,71167.3047707062,17636.77088704497
2023-04-14,103079.6133046336,0.0,False,0.0,14213.976598332389,71147.70258461729,17717.934121683924
2023-04-17,102894.33483305629,-0.0017974307977830506,False,0.0,14214.822668368004,71132.02083574615,17547.49132894212
2023-04-18,102847.7591909094,-0.002249272249780332,False,0.0,14215.66878876493,71161.70414610936,17470.38625603511
2023-04-19,102858.70481475099,-0.002143086133140182,False,0.0,14216.514959526165,71204.2688930453,17437.92096217953
2023-04-20,102892.98956573728,-0.0018104815580243239,False,0.0,14217.361180654707,71193.06764385162,17482.560741230955
2023-04-21,102845.7162877185,-0.0022690909425887584,False,0.0,14218.207452153554,71226.11132897294,17401.397506592002
2023-04-24,102820.4048917088,-0.0025146428533716625,False,0.0,14219.053774025706,71244.5933901425,17356.75772754058
2023-04-25,102985.12019610003,-0.000916700262100445,False,0.0,14219.90014627416,71250.19401473933,17515.026035086543
