date,total,drawdown,unallocated_cash,invested_total,应急现金/灵活资金,固收/债券,A股宽基,A股红利,美股宽基,黄金,主题仓
2022-09-27,502246.0714384863,-0.0019084510385268816,407730.5092531616,59291.940802277866,35223.62138304679,40262.87470618998,9484.048570769964,4501.719958302529,1679.989941747448,2748.186719311855,615.1209059560858
2022-09-28,502051.01437303954,-0.0022960793738366903,407754.77892633143,59070.51741953138,35225.718027176736,40249.16383205237,9336.723544427907,4475.082562099556,1659.5189026522312,2751.854880976713,598.1736973226018
2022-09-29,502019.4805910803,-0.0023587450731226145,407779.05004412465,59012.615750848745,35227.814796106926,40178.696316135836,9339.35434846973,4432.462728174798,1689.5430933252158,2773.1302186328912,599.4290461102673
2022-09-30,501979.7896885455,-0.002437621059702577,407803.32260662725,58946.55539207346,35229.91168984479,40209.30663979188,9270.953443382346,4448.445165896582,1658.1541667125502,2775.3311156318064,584.3648606582816
2022-10-10,501847.4156338603,-0.002700682202032123,397827.59661392524,68787.81031153725,35232.008708397756,42929.808433434744,13223.359938948142,6272.0908395921715,2106.805396760487,3527.322222356363,728.4234804453482
2022-10-11,501869.9904996775,-0.002655820163138367,397851.2768280094,68784.60781989482,35234.10585177325,42987.24561691476,13211.844676301744,6242.294683584608,2103.3144184725656,3519.915771495772,719.9926531253789
2022-10-12,502203.59869227593,-0.0019928552608083905,397874.9584516301,69092.43712066715,35236.203119978716,42957.337497706234,13449.826770993988,6294.437956597844,2115.53284248029,3529.1738350715104,746.1282178172837
2022-10-13,502124.3734148212,-0.002150296173517141,397898.6414848712,68987.43141692845,35238.30051302157,42986.905751923754,13323.1588818836,6301.886995599735,2098.0779510406837,3533.80286685938,743.5989696212929
2022-10-14,502676.6422945339,-0.0010527964956861258,397922.32592781674,69513.91833580795,35240.398030909244,43086.14632929752,13660.939919511304,6309.336034601626,2164.4065385111876,3530.0996414290844,762.9898724572223
2022-10-17,502562.28725418966,-0.0012800492425754095,397946.0117805505,69373.77979998995,35242.49567364918,43023.271305961396,13657.101498629168,6279.539878594062,2122.5147990561322,3510.6577079200333,780.6946098291578
2022-10-18,502612.18079286563,-0.0011808980054982543,397969.6990431565,69397.88830846031,35244.5934412488,43016.81387113228,13630.23255245424,6264.641800590281,2192.334364814558,3519.9157714957723,773.9499479731824
2022-10-19,502386.3924712287,-0.0016295972158962835,397993.3877157186,69146.31342179456,35246.69133371554,43048.42131529585,13403.765720408393,6227.396605580826,2187.097897382676,3511.5835142776077,768.0483688492038
2022-10-20,502291.2250998406,-0.0018187191513796552,398017.07779832074,69025.35795046305,35248.78935105683,43017.8334661053,13357.704669822799,6182.70237156948,2167.897516799109,3494.918999841278,804.3009263250718
2022-10-21,502227.05329213594,-0.0019462449651070912,398040.76929104683,68935.39650780903,35250.88749328011,43022.931440970395,13273.259410415874,6205.049488575153,2150.4426253595025,3491.2157744109827,792.4977680771148
2022-10-24,501879.0124436331,-0.0026378912503416396,398064.4621939808,68561.56448925947,35252.9857603928,43060.65645497206,12897.09416396684,6070.966786541116,2206.298277966243,3536.5802859321016,789.968519881124
2022-10-25,501817.1867644746,-0.0027607547058987603,398088.1565072066,68473.94610486561,35255.08415240235,43034.146985673586,12835.679429852713,6026.272552529771,2248.1900174212983,3543.0609304351183,786.5961889531363
2022-10-26,501926.82583022374,-0.0025428738081013647,398111.85223080823,68557.79093009932,35257.18266931618,43036.18617561962,12943.155214552437,5981.5783185184255,2244.699039133377,3540.283511362397,811.8886709130442
2022-10-27,501922.2488850509,-0.0025519693701313573,398135.5493648696,68527.41820903958,35259.281311141734,43067.11388980117,12843.35627161698,6003.925435524098,2265.6449088609047,3533.8028668593806,813.574836377038
2022-10-28,501524.3128629325,-0.0033427701414865396,398159.24790947465,68103.68487557143,35261.380077886446,43128.629453173264,12513.252075753542,5899.638889497624,2225.49865854981,3536.580285932102,800.0855126650871
2022-10-31,501366.4131430288,-0.0036565573167011145,398182.9478647073,67919.9863087637,35263.47896955775,43160.23689733683,12363.553661350357,5750.658109459805,2304.045670028039,3524.544803283642,816.9471673050257
2022-11-01,501935.76438035053,-0.002525110620196336,388206.6492306516,78463.53716353586,35265.57798616308,45777.75306337918,17040.668015211508,7600.7403290971015,2770.305593606598,4262.850387337404,1011.2197749040809
2022-11-02,502186.3300733539,-0.0020271724284051107,388229.7567692963,78688.89617634771,35267.677127709874,45735.53374899083,17213.154681635202,7707.930256815137,2745.2160335135572,4270.682395923063,1016.3790594699179
2022-11-03,502009.387564613,-0.0023788025011312053,388252.8656833897,78486.74548701776,35269.77639420557,45777.75306337918,17060.96056420253,7649.46302351439,2692.9461166530555,4257.256095490505,1048.366623778108
2022-11-04,502715.66887653497,-0.0009752406841124772,388275.97597301373,79167.81711786365,35271.875785657605,45733.007807104346,17705.248994667512,7746.908412348968,2665.7657598855944,4256.137237121125,1060.7489067361173
2022-11-07,502844.43018915865,-0.0007193589853371485,388299.0876382502,79271.36724883503,35273.97530207342,45732.64695826342,17705.248994667512,7815.120184533173,2684.582929955375,4287.465271463761,1046.3029099517732
2022-11-08,502763.4707650537,-0.0008802460914851817,388322.200679181,79165.19514241221,35276.07494346045,45743.111574650284,17588.56683796913,7795.631106766258,2711.763286722836,4295.297280049421,1030.8250562542619
2022-11-09,502742.23253925773,-0.0009224518843969909,388345.3150958881,79118.7427335435,35278.17470982613,45768.01014467418,17385.6413480589,7805.375645649716,2722.2172700949363,4413.89626720369,1023.60205786209
2022-11-10,502537.08079867734,-0.0013301409240376039,388368.4308884533,78888.37530904611,35280.27460117791,45735.172900149904,17279.105465856028,7805.375645649716,2682.492133280955,4391.5190998160915,994.710064293402
2022-11-11,503350.26827908657,0.0,388391.5480569586,79676.34560460478,35282.374617523215,45644.238992236526,17776.272916136088,8029.500039969244,2799.5767470484793,4421.728275789349,1005.0286334250762
2022-11-14,503137.6334498039,-0.00042243908999917146,388414.6666014858,79438.49208944864,35284.474758869495,45519.38529327609,17786.419190631597,7971.032806668498,2768.2147969321786,4378.092799383533,1015.3472025567506
2022-11-15,503643.5240802807,0.0,388437.78652211686,79919.16253293966,35286.57502522419,45468.50560670551,18166.90448421328,8029.500039969244,2772.3963902810187,4400.469966771131,1081.3860449994663
2022-11-16,503449.5083910922,-0.00038522423085418644,388460.90781893366,79699.92515556375,35288.67541659474,45396.69668736122,18019.783504028364,8000.266423318871,2793.3043570252194,4423.965992528109,1065.9081913019547
2022-11-17,503446.3003396258,-0.00039159391757304096,388484.0304920181,79671.49391461915,35290.77593298859,45454.071653068466,17933.54017081652,7980.7773455519555,2791.213560350799,4428.441426005629,1083.4497588258012
2022-11-18,503297.69075380685,-0.0006866629072722619,388507.1545414521,79497.65963794157,35292.87657441317,45428.812234203644,17867.589386595693,7951.543728901582,2772.3963902810187,4421.728275789349,1055.5896221702806
2022-11-21,503178.03043416864,-0.0009242522217715043,388530.2799673177,79352.77312597501,35294.97734087593,45515.055107184984,17700.175857419756,7893.076495600836,2793.3043570252194,4403.826541879271,1047.3347668649412
2022-11-22,503278.200291376,-0.000725361831211524,388553.4067696967,79427.71528929501,35297.078232384316,45534.54094459499,17690.029582924246,7980.777345551956,2787.031967001959,4399.351108401751,1035.9843408200995
2022-11-23,503508.46701030026,-0.00026816004479968125,388576.53494867106,79632.75281268341,35299.179248945766,45613.927689598735,17705.248994667512,8058.733656619619,2824.6663071415205,4399.351108401751,1030.8250562542623
2022-11-24,503545.9465456694,-0.00019374325280852034,388599.66450432275,79645.00165077894,35301.28039056773,45671.663504146905,17613.932524207907,8078.222734386534,2845.574273885721,4416.133983942449,1019.4746302094206
2022-11-25,503804.69907529734,0.0,388622.7954367337,79878.521981306,35303.38165725764,45583.97723580186,17720.46840641078,8273.11351205569,2858.119053932242,4429.5602843750075,1013.283488730416
2022-11-28,503404.78537319246,-0.0007937871616499059,388645.92774598586,79453.37457818366,35305.48304902295,45498.45606050238,17492.177230261772,8185.41266210457,2845.5742738857216,4432.916859483147,998.837491946072
2022-11-29,504099.27750310657,0.0,388669.0614321612,80122.63150507429,35307.584565871104,45372.519815019165,18080.661151001437,8419.281595307559,2814.212323769421,4420.609417419968,1015.3472025567507
2022-11-30,504141.84494779457,0.0,388692.19649534166,80139.96224464336,35309.68620780955,45406.439606066226,18095.880562744704,8419.281595307559,2795.39515369964,4412.7774088343085,1010.1879179909135
