date,total,drawdown,rebalance,trade_cost,应急现金/灵活资金,固收/债券,A股宽基,A股红利,美股宽基,黄金,主题仓
2023-08-23,101929.39264872861,-0.029862664870541344,False,0.0,7217.60525046629,36260.587141792654,29518.929234903644,13621.240335262673,5103.53304844246,8408.074458700088,1799.4231791607956
2023-08-24,102187.08369290309,-0.027410028821352794,False,0.0,7218.034869826437,36251.92808387424,29713.578137542056,13563.21588229031,5177.88915908202,8430.737732173675,1831.6998281143526
2023-08-25,101918.81349468483,-0.029963354495440075,False,0.0,7218.464514759165,36234.330643588444,29654.337167173842,13548.709769047218,5073.114639544459,8400.520034208894,1789.3367263628093
2023-08-28,102546.47642354405,-0.023989422685000372,False,0.0,7218.8941852659955,36188.24210950659,30102.87594281888,13708.27701472122,5120.432164496907,8404.297246454491,1803.4577602799905
2023-08-29,102828.05172152333,-0.021309462546698632,False,0.0,7219.323881348451,36142.99154877168,30289.061849690403,13722.78312796431,5150.850573394909,8426.960519928076,1876.0802204254933
2023-08-30,102905.83557596177,-0.020569136137406074,False,0.0,7219.7536030080555,36213.660634363856,30280.59885392351,13592.228108776491,5221.8268608235785,8455.289611770058,1922.4779032962313
2023-08-31,102753.4661967791,-0.022019348089369895,False,0.0,7220.18335024633,36220.92307003736,30119.80193435265,13519.697542561034,5248.86544651069,8487.395915857636,1936.5989372134127
2023-09-01,102929.72550827554,-0.02034175800172755,False,0.0,7220.613123064796,36181.538322731045,30314.450836991058,13592.22810877649,5218.447037612689,8477.952885243643,1924.4951938558288
2023-09-04,103675.71194009506,-0.013241653996377667,False,0.0,7221.0429214649785,36092.15449905716,30805.304591470533,13867.844260395223,5228.586507245356,8510.059189331223,1950.7199711305936
2023-09-05,103342.70955505598,-0.01641108371648703,False,0.0,7221.472745448399,36118.690321710346,30576.803705764567,13737.289241207402,5231.9663304562455,8513.83640157682,1942.6508088922044
2023-09-06,103207.23254190838,-0.017700518540838872,False,0.0,7221.902595016581,36090.757876812255,30492.173748095694,13679.264788235037,5231.9663304562455,8508.170583208424,1982.9966200841504
2023-09-07,102577.16294275974,-0.02369735641046755,False,0.0,7222.332470171045,36045.78664052633,30043.634972450654,13664.758674991946,5188.028628714687,8506.281977085624,1906.3395788194528
2023-09-08,102478.16667587234,-0.02463957702073727,False,0.0,7222.762370913318,36075.11570766932,29865.912061346018,13606.734222019582,5218.44703761269,8566.717373015184,1922.4779032962313
2023-09-11,102794.57332311301,-0.021628101198163163,False,0.0,7223.192297244919,36075.11570766932,30102.875942818868,13693.77090147813,5191.4084519255775,8583.714828120374,1924.4951938558286
2023-09-12,102730.73263918226,-0.022235720152539384,False,0.0,7223.622249167374,36081.540169995875,30060.56096398443,13664.758674991948,5208.307567980022,8585.603434243174,1906.3395788194528
2023-09-13,102532.92972780691,-0.024118356596610435,False,0.0,7224.052226682205,36118.96964615933,29848.986069812243,13679.264788235041,5171.129512660243,8606.378101593962,1884.1493826638825
2023-09-14,102675.24007009504,-0.022763883930374207,False,0.0,7224.482229790936,36137.684384241045,29823.59708251158,13766.301467693587,5194.788275136466,8672.479315891918,1855.9073148295204
2023-09-15,102504.13945244465,-0.024392374917447945,False,0.0,7224.91225849509,36119.24897060831,29679.72615447449,13780.807580936678,5231.9663304562455,8589.380646488775,1878.0975109850906
2023-09-18,102445.91606115298,-0.024946529947730056,False,0.0,7225.3423127961905,36079.58489885302,29789.74509944403,13780.807580936678,5174.509335871131,8544.054099541605,1851.8727337103255
2023-09-19,102525.00679998792,-0.02419376495411163,False,0.0,7225.7723926957615,36075.3950321183,29747.430120609595,13853.338147152135,5171.129512660242,8610.155313839563,1841.786280912339
2023-09-20,102480.74887095607,-0.024615000362403383,False,0.0,7226.202498195326,36060.870160771294,29595.096196805618,13940.374826610683,5164.369866238464,8676.25652813752,1817.5787941971714
2023-09-21,102009.45018705032,-0.029100698131937275,False,0.0,7226.6326292964095,36087.964632322444,29298.891344964555,13824.325920665953,5110.292694864239,8649.816042418335,1811.5269225183795
2023-09-22,102630.84542368515,-0.023186420578959255,False,0.0,7227.062786000534,36061.42880966926,29933.61602748111,13896.85648688141,5046.076053857347,8613.932526085158,1851.8727337103257
2023-09-25,102396.24700218542,-0.02541926707735498,False,0.0,7227.492968309225,36053.88704954677,29696.652146008262,13896.85648688141,5035.936584224679,8651.704648541134,1833.7171186739502
2023-09-26,102100.84253373023,-0.028230849648047673,False,0.0,7227.923176224005,36012.267706648614,29518.929234903626,13867.844260395228,5012.277821748456,8646.038830172738,1815.5615036375743
2023-09-27,101907.5877940409,-0.030070197782000152,False,0.0,7228.353409746399,35929.0290208523,29603.559192572502,13824.325920665955,4985.239236061343,8519.50221994522,1817.5787941971716
2023-09-28,101803.50497480598,-0.03106083086889888,False,0.0,7228.783668877932,36090.47855236327,29485.077251836075,13809.819807422864,4971.719943217787,8377.856760735312,1839.7689903527419
2023-10-09,101656.96910632681,-0.03245552098970805,False,0.0,7229.213953620127,36121.48356620014,29400.447294167203,13766.30146769359,4968.340120006897,8319.30997092855,1851.8727337103255
2023-10-10,101186.11221918669,-0.036937013853024725,False,0.0,7229.644263974508,36095.22706799594,29171.94640846124,13577.721995533406,5035.936584224679,8211.65942192902,1863.9764770679094
2023-10-11,101261.106663686,-0.03622323631893487,False,0.0,7230.074599942602,36028.18920024052,29239.65037459634,13577.721995533406,5066.354993122681,8224.879664788612,1894.2358354618689
2023-10-12,101850.35408023908,-0.030614933320439075,False,0.0,7230.504961525931,36022.88203570989,29544.318222204285,13751.7953544505,5103.533048442459,8290.980879086566,1906.3395788194528
2023-10-13,101550.87667627516,-0.03346528102744728,False,0.0,7230.935348726022,36053.3284006488,29248.113370363222,13737.289241207409,5059.595346700902,8319.309970928549,1902.3049977002581
2023-10-16,101297.377225369,-0.035878022586757985,False,0.0,7231.365761544399,36057.23894293454,28884.20455238706,13795.313694179775,5056.215523490013,8423.18330768248,1849.8554431507284
2023-10-17,101542.80930173445,-0.03354206419111616,False,0.0,7231.796199982586,36039.082853750784,28985.76050158971,13867.84426039523,5093.393578809792,8460.955430138456,1863.9764770679094
2023-10-18,101277.00513702455,-0.036071918802402236,False,0.0,7232.2266640421085,36032.09974252626,28748.79662011686,13795.313694179773,5086.633932388015,8542.1654934188,1839.7689903527416
2023-10-19,100265.90714005004,-0.04569528543738255,False,0.0,7232.657153724492,35966.45849701575,28097.14594606652,13505.19142931795,5019.037468170234,8587.49204036597,1857.9246053891175
2023-10-20,100183.29542334932,-0.04648156217864308,False,0.0,7233.087669031261,35994.9495908118,27944.812022262548,13548.709769047224,4958.200650374231,8681.922346505911,1821.613375316366
2023-10-23,99497.21706936682,-0.053011476747214736,False,0.0,7233.5182099639405,36029.02717358747,27623.21818312082,13273.093617428489,4924.402418265341,8634.707193435941,1779.2502735648225
2023-10-24,99630.39246715938,-0.05174394809662686,False,0.0,7233.948776524057,36011.70905775065,27665.533161955263,13345.624183643946,4917.6427718435625,8640.373011804339,1815.5615036375739
2023-10-25,99972.0510985038,-0.048492130485207174,False,0.0,7234.379368713136,36054.72502289372,27834.793077293012,13505.191429317949,4921.022595054452,8606.378101593962,1815.5615036375739
2023-10-26,100156.19897382472,-0.04673945910758737,False,0.0,7234.809986532701,36098.29963693474,27944.812022262548,13548.709769047222,4843.286661204004,8668.70210364632,1817.5787941971712
