date,action,category,amount,cost,capacity_ok_5pct
2023-08-01,BUY,美股宽基,571.2172596002583,1.2566779711205684,True
2023-08-01,BUY,黄金,941.9443212113057,2.0722775066648724,True
2023-08-01,BUY,主题仓,245.635916934219,0.5403990172552818,True
2023-09-01,BUY,固收/债券,2790.076804968656,6.138168970931043,True
2023-09-01,BUY,A股宽基,4109.389923818869,9.040657832401513,True
2023-09-01,BUY,A股红利,1697.4400964367142,3.7343682121607715,True
2023-09-01,BUY,美股宽基,456.2957856115343,1.0038507283453755,True
2023-09-01,BUY,黄金,746.5610157339328,1.642434234614652,True
2023-09-01,BUY,主题仓,200.23637343029438,0.44052002154664766,True
2023-10-09,BUY,固收/债券,2791.856287081102,6.142083831578424,True
2023-10-09,BUY,A股宽基,4122.345428117066,9.069159941857546,True
2023-10-09,BUY,A股红利,1660.253040910001,3.6525566900020023,True
2023-10-09,BUY,美股宽基,468.22607301660565,1.0300973606365325,True
2023-10-09,BUY,黄金,753.8861470983154,1.658549523616294,True
2023-10-09,BUY,主题仓,203.43302377691006,0.44755265230920216,True
2023-11-01,BUY,固收/债券,2785.776032196413,6.128707270832109,True
2023-11-01,BUY,A股宽基,4139.745343336301,9.107439755339863,True
2023-11-01,BUY,A股红利,1667.306031582061,3.6680732694805345,True
2023-11-01,BUY,美股宽基,472.0921602176097,1.0386027524787413,True
2023-11-01,BUY,黄金,735.1826927815798,1.6174019241194757,True
2023-11-01,BUY,主题仓,199.8977398860363,0.4397750277492799,True
2023-12-01,BUY,固收/债券,2341.618749751748,5.151561249453846,True
2023-12-01,BUY,A股宽基,4658.504257802915,10.248709367166414,True
2023-12-01,BUY,A股红利,1828.9583098990288,4.023708281777863,True
2023-12-01,BUY,美股宽基,382.4000729711787,0.8412801605365932,True
2023-12-01,BUY,黄金,619.7118203728832,1.363366004820343,True
2023-12-01,BUY,主题仓,168.80678920224625,0.3713749362449418,True
2024-01-02,BUY,固收/债券,2344.6127619249037,5.158148076234788,True
2024-01-02,BUY,A股宽基,4675.52843797119,10.28616256353662,True
2024-01-02,BUY,A股红利,1810.5043589626623,3.9831095897178574,True
2024-01-02,BUY,美股宽基,374.23331072930296,0.8233132836044665,True
2024-01-02,BUY,黄金,618.426191507141,1.3605376213157103,True
2024-01-02,BUY,主题仓,176.69493890479927,0.3887288655905584,True
2024-02-01,BUY,固收/债券,2336.138168277184,5.139503970209805,True
2024-02-01,BUY,A股宽基,4752.160507205445,10.45475311585198,True
2024-02-01,BUY,A股红利,1728.9478087723421,3.803685179299153,True
2024-02-01,BUY,美股宽基,365.8307829280381,0.8048277224416839,True
2024-02-01,BUY,黄金,620.6040323005085,1.3653288710611187,True
2024-02-01,BUY,主题仓,196.3187005164821,0.43190114113626066,True
2024-03-01,BUY,固收/债券,2511.1170942363233,5.524457607319912,True
2024-03-01,BUY,A股宽基,4567.169144250454,10.047772117351,True
2024-03-01,BUY,A股红利,1696.4949580184289,3.7322889076405437,True
2024-03-01,BUY,美股宽基,368.80120663094846,0.8113626545880867,True
2024-03-01,BUY,黄金,665.5287407013084,1.4641632295428786,True
2024-03-01,BUY,主题仓,190.8888561625372,0.41995548355758183,True
2024-04-01,MOVE_TO_EMERGENCY,应急现金/灵活资金,69.5187625250037,0.0,True
2024-04-01,BUY,固收/债券,3319.039313559631,7.301886489831189,True
2024-04-01,BUY,A股宽基,4334.268042201143,9.535389692842514,True
2024-04-01,BUY,A股红利,1617.489386625959,3.55847665057711,True
2024-04-01,BUY,美股宽基,469.7067423220813,1.033354833108579,True
2024-04-01,BUY,主题仓,259.49651529118705,0.5708923336406115,True
2024-05-06,MOVE_TO_EMERGENCY,应急现金/灵活资金,189.43559669070237,0.0,True
2024-05-06,BUY,固收/债券,3128.0078995324393,6.881617378971367,True
2024-05-06,BUY,A股宽基,3940.0677054372577,8.668148951961967,True
2024-05-06,BUY,A股红利,1435.7728190523617,3.1587002019151957,True
2024-05-06,BUY,美股宽基,470.27759676897256,1.0346107128917397,True
2024-05-06,BUY,黄金,779.9789322130217,1.715953650868648,True
2024-05-06,BUY,主题仓,245.8950469959459,0.5409691033910811,True
2024-06-03,MOVE_TO_EMERGENCY,应急现金/灵活资金,18.771273370628478,0.0,True
2024-06-03,BUY,固收/债券,3145.14395163705,6.919316693601511,True
2024-06-03,BUY,A股宽基,4001.337561912769,8.802942636208092,True
2024-06-03,BUY,A股红利,1368.64917771972,3.0110281909833843,True
2024-06-03,BUY,美股宽基,452.63425166525076,0.9957953536635518,True
2024-06-03,BUY,黄金,782.0630205430442,1.7205386451946973,True
2024-06-03,BUY,主题仓,250.17203652216512,0.5503784803487632,True
2024-07-01,BUY,固收/债券,2663.157806069093,5.858947173352005,True
2024-07-01,BUY,A股宽基,4609.2622237064015,10.140376892154084,True
2024-07-01,BUY,A股红利,1501.3775356726858,3.303030578479909,True
2024-07-01,BUY,美股宽基,348.86981537513674,0.7675135938253008,True
2024-07-01,BUY,黄金,665.2439392860337,1.4635366664292742,True
2024-07-01,BUY,主题仓,212.08867989064908,0.466595095759428,True
2024-08-01,BUY,固收/债券,2652.0620420276023,5.8345364924607255,True
2024-08-01,BUY,A股宽基,4523.633164296876,9.951992961453128,True
2024-08-01,BUY,A股红利,1626.8088769069877,3.578979529195373,True
2024-08-01,BUY,美股宽基,350.4276900369554,0.7709409180813019,True
2024-08-01,BUY,黄金,643.3037253893136,1.41526819585649,True
2024-08-01,BUY,主题仓,203.76450134226363,0.44828190295298,True
2024-09-02,BUY,固收/债券,2599.800732328143,5.719561611121915,True
2024-09-02,BUY,A股宽基,4614.3309535985045,10.15152809791671,True
2024-09-02,BUY,A股红利,1594.2637404815775,3.507380229059471,True
2024-09-02,BUY,美股宽基,335.1729789291878,0.7373805536442133,True
2024-09-02,BUY,黄金,631.3938109590258,1.389066384109857,True
2024-09-02,BUY,主题仓,225.03778370356,0.495083124147832,True
2024-10-08,MOVE_TO_EMERGENCY,应急现金/灵活资金,2336.883244866898,0.0,True
2024-10-08,BUY,固收/债券,4762.712276102263,10.47796700742498,True
2024-10-08,BUY,A股宽基,2088.4317938519953,4.59454994647439,True
2024-10-08,BUY,A股红利,1092.4635646296522,2.403419842185235,True
2024-10-08,BUY,美股宽基,676.8305905686095,1.489027299250941,True
2024-10-08,BUY,黄金,1081.6923761384335,2.3797232275045537,True
2024-10-08,BUY,主题仓,297.8693987090483,0.6553126771599064,True
2024-11-01,BUY,固收/债券,3995.643796992779,8.790416353384114,True
2024-11-01,BUY,A股宽基,3641.805057224916,8.011971125894815,True
2024-11-01,BUY,A股红利,1598.3171306851095,3.516297687507241,True
2024-11-01,BUY,美股宽基,534.6167124816628,1.1761567674596582,True
2024-11-01,BUY,主题仓,229.6173026155347,0.5051580657541763,True
2024-12-02,BUY,固收/债券,4478.835485439376,9.853438067966627,True
2024-12-02,BUY,A股宽基,2604.9839094375257,5.730964600762557,True
2024-12-02,BUY,A股红利,1159.1996083041413,2.550239138269111,True
2024-12-02,BUY,美股宽基,472.72134125494506,1.0399869507608792,True
2024-12-02,BUY,黄金,1053.9275896244424,2.318640697173773,True
2024-12-02,BUY,主题仓,230.33206593956936,0.5067305450670526,True
2025-01-02,BUY,固收/债券,3614.559202605134,7.9520302457312955,True
2025-01-02,BUY,A股宽基,3570.176490663245,7.8543882794591395,True
2025-01-02,BUY,A股红利,1364.5257164910035,3.001956576280208,True
2025-01-02,BUY,美股宽基,398.0396149976841,0.8756871529949051,True
2025-01-02,BUY,黄金,840.7745664166451,1.8497040461166194,True
2025-01-02,BUY,主题仓,211.92440882628847,0.46623369941783466,True
2025-02-05,BUY,固收/债券,3936.670772578824,8.660675699673414,True
2025-02-05,BUY,A股宽基,3855.667736226725,8.482469019698796,True
2025-02-05,BUY,A股红利,1570.9109696996718,3.4560041333392784,True
2025-02-05,BUY,美股宽基,428.8128143686129,0.9433881916109484,True
2025-02-05,BUY,主题仓,207.9377071261658,0.4574629556775648,True
2025-03-03,BUY,固收/债券,3856.43961311814,8.484167148859909,True
2025-03-03,BUY,A股宽基,3267.8534135808272,7.1892775098778205,True
2025-03-03,BUY,A股红利,1439.3757903963922,3.166626738872063,True
2025-03-03,BUY,美股宽基,497.2202660244985,1.0938845852538968,True
2025-03-03,BUY,黄金,782.3643337743601,1.7212015343035925,True
2025-03-03,BUY,主题仓,156.74658310578124,0.34484248283271873,True
2025-04-01,BUY,固收/债券,4290.237593213973,9.43852270507074,True
2025-04-01,BUY,A股宽基,3510.135808788349,7.722298779334368,True
2025-04-01,BUY,A股红利,1340.1739316950245,2.948382649729054,True
2025-04-01,BUY,美股宽基,655.5395221357815,1.4421869486987193,True
2025-04-01,BUY,主题仓,203.91314416687254,0.4486089171671196,True
2025-05-06,BUY,固收/债券,4141.190290694141,9.110618639527111,True
2025-05-06,BUY,A股宽基,3698.9009211677167,8.137582026568976,True
2025-05-06,BUY,A股红利,1314.5080805831315,2.8919177772828895,True
2025-05-06,BUY,美股宽基,662.9541460192222,1.4584991212422889,True
2025-05-06,BUY,主题仓,182.4465615357886,0.4013824353787349,True
2025-06-03,BUY,固收/债券,4294.086071460169,9.446989357212372,True
2025-06-03,BUY,A股宽基,3437.678902462031,7.562893585416469,True
2025-06-03,BUY,A股红利,870.9767360270324,1.9161488192594713,True
2025-06-03,BUY,美股宽基,592.4319005368247,1.3033501811810144,True
2025-06-03,BUY,黄金,556.8228763847442,1.2250103280464373,True
2025-06-03,BUY,主题仓,248.0035131291993,0.5456077288842385,True
2025-07-01,MOVE_TO_EMERGENCY,应急现金/灵活资金,325.2521795976427,0.0,True
2025-07-01,BUY,固收/债券,5380.185851069489,11.836408872352877,True
2025-07-01,BUY,A股宽基,2324.3318343684573,5.113530035610606,True
2025-07-01,BUY,A股红利,587.6252514313923,1.292775553149063,True
2025-07-01,BUY,美股宽基,640.775294737902,1.4097056484233843,True
2025-07-01,BUY,黄金,790.9177962197467,1.740019151683443,True
2025-07-01,BUY,主题仓,276.1639721730123,0.6075607387806271,True
2025-08-01,MOVE_TO_EMERGENCY,应急现金/灵活资金,325.62471763299254,0.0,True
2025-08-01,BUY,固收/债券,5704.465999213945,12.54982519827068,True
2025-08-01,BUY,A股宽基,1767.971199377807,3.8895366386311756,True
2025-08-01,BUY,A股红利,812.1955040823947,1.7868301089812684,True
2025-08-01,BUY,美股宽基,562.4954437757825,1.2374899763067215,True
2025-08-01,BUY,黄金,885.3954303643513,1.947869946801573,True
2025-08-01,BUY,主题仓,267.47642318571764,0.5884481310085788,True
2025-09-01,MOVE_TO_EMERGENCY,应急现金/灵活资金,1706.0361826429871,0.0,True
2025-09-01,BUY,固收/债券,7089.9366331068295,15.597860592835026,True
2025-09-01,BUY,A股红利,1230.2529825489523,2.7065565616076954,True
2025-09-01,BUY,美股宽基,735.1442438429796,1.6173173364545552,True
2025-09-01,BUY,黄金,944.6661405012385,2.078265509102725,True
2025-10-09,MOVE_TO_EMERGENCY,应急现金/灵活资金,1032.2934387314162,0.0,True
2025-10-09,BUY,固收/债券,7463.611699828687,16.419945739623113,True
2025-10-09,BUY,A股红利,2002.0347587876165,4.4044764693327565,True
2025-10-09,BUY,美股宽基,534.3535413836966,1.1755777910441325,True
2025-11-03,MOVE_TO_EMERGENCY,应急现金/灵活资金,171.5201922602937,0.0,True
2025-11-03,BUY,固收/债券,8388.383438539708,18.454443564787358,True
2025-11-03,BUY,A股红利,1426.4777649417952,3.1382510828719496,True
2025-11-03,BUY,美股宽基,185.1387965184965,0.4073053523406923,True
2025-12-01,BUY,固收/债券,8070.231181171241,17.75450859857673,True
2025-12-01,BUY,A股宽基,484.9183284192988,1.0668203225224575,True
2025-12-01,BUY,A股红利,1213.7703931545955,2.6702948649401104,True
2025-12-01,BUY,美股宽基,231.08009725486605,0.5083762139607053,True
2026-01-05,MOVE_TO_EMERGENCY,应急现金/灵活资金,297.322746774189,0.0,True
2026-01-05,BUY,固收/债券,7549.539631870286,16.60898719011463,True
2026-01-05,BUY,A股红利,2170.357263963352,4.774785980719375,True
2026-01-05,BUY,美股宽基,280.10310416636185,0.6162268291659961,True
2026-02-02,BUY,固收/债券,6290.4806326082835,13.839057391738224,True
2026-02-02,BUY,A股宽基,375.74037461025415,0.8266288241425592,True
2026-02-02,BUY,A股红利,2493.8446315532415,5.486458189417132,True
2026-02-02,BUY,美股宽基,839.9343612282219,1.8478555947020883,True
2026-03-02,MOVE_TO_EMERGENCY,应急现金/灵活资金,840.7867350746819,0.0,True
2026-03-02,BUY,固收/债券,5.295838955928758,0.01165084570304327,True
2026-03-02,BUY,A股红利,1.2205113348557843,0.002685124936682726,True
2026-03-02,BUY,美股宽基,0.8050228457029797,0.0017710502605465554,True
